FACTOR,CRIME_TYPE,COUNT,COMMUNITY_AREA,CORRELATION
demo_hd01_vd37,BATTERY,8,61,0.8122829207446417
demo_hd01_vd52,TOTAL,8,73,0.812268010702107
demo_hd01_vd39,TOTAL,8,73,0.8122537683931983
demo_hd01_vd26,BATTERY,8,77,-0.8122351072289388
demo_hd01_vd14,BURGLARY,8,70,-0.8122224207898359
traffic_bus,OTHER OFFENSE,7,8,0.812159073560227
demo_hd01_vd21,CRIMINAL TRESPASS,8,8,0.8121573692886409
demo_hd01_vd08,NARCOTICS,8,77,0.81215314350215
demo_hd01_vd08,TOTAL,8,67,0.8121518770292766
demo_hd01_vd39,CRIMINAL DAMAGE,8,77,0.8121400326256909
demo_hd01_vd03,MOTOR VEHICLE THEFT,8,29,-0.8121380413693565
demo_hd01_vd56,CRIMINAL DAMAGE,8,30,0.8121258609355396
demo_hd01_vd53,TOTAL,8,35,0.8121239101331221
demo_hd01_vd56,OTHER OFFENSE,8,6,0.8121205177344694
demo_hd01_vd37,CRIMINAL TRESPASS,8,60,0.812113991461658
demo_hd01_vd53,INTIMIDATION,8,76,0.8121036928168452
demo_hd01_vd41,TOTAL,8,57,0.8120883139810258
demo_hd01_vd35,OTHER OFFENSE,8,38,0.8120631083109465
demo_hd01_vd53,ROBBERY,8,15,0.8120468671886988
demo_hd01_vd56,BATTERY,8,50,0.8120102998239703
traffic_bus,CRIMINAL DAMAGE,7,2,0.8119983721037316
demo_hd01_vd51,TOTAL,8,11,0.8119866340337701
demo_hd01_vd51,ROBBERY,8,71,0.8119512284229047
demo_hd01_vd08,NARCOTICS,8,38,0.8119406910057383
demo_hd01_vd52,BATTERY,8,73,0.811913107710379
demo_hd01_vd08,BATTERY,8,62,0.8118823781788213
demo_hd01_vd52,CRIMINAL TRESPASS,8,8,0.8118717842315967
demo_hd01_vd56,CRIMINAL DAMAGE,8,70,0.8118680038934369
demo_hd01_vd38,BURGLARY,8,73,0.8118516448731606
demo_hd01_vd38,NARCOTICS,8,43,0.8118449824889497
demo_hd01_vd01,BATTERY,8,11,0.8118208889669768
demo_hd01_vd36,PROSTITUTION,8,56,0.8117977135038781
demo_hd01_vd56,TOTAL,8,35,0.81179503408508
demo_hd01_vd53,CRIMINAL TRESPASS,8,40,0.8117621082697769
traffic_bus,CRIMINAL TRESPASS,7,28,0.8117367580090707
demo_hd01_vd52,CRIMINAL DAMAGE,8,23,0.8117060425888448
demo_hd01_vd21,TOTAL,8,12,0.811701143762951
demo_hd01_vd35,PROSTITUTION,8,16,0.8116948764219339
demo_hd01_vd36,BATTERY,8,42,0.8116841437254793
demo_hd01_vd50,CRIMINAL DAMAGE,8,30,0.8116818493872183
demo_hd01_vd59,OTHER OFFENSE,8,64,0.8116815880631238
demo_hd01_vd29,THEFT,8,12,0.8116809164504452
demo_hd01_vd55,PROSTITUTION,8,40,0.8116750425924704
traffic_speed_avg,PROSTITUTION,7,57,0.8116651136568809
demo_hd01_vd59,OTHER OFFENSE,8,18,0.8116406510324602
demo_hd01_vd52,CRIMINAL DAMAGE,8,70,0.8116232596523987
demo_hd01_vd35,TOTAL,8,64,0.8116058473708203
demo_hd01_vd39,ROBBERY,8,42,0.8115743120885768
traffic_bus,BATTERY,7,22,0.8115709831978715
demo_hd01_vd36,TOTAL,8,60,0.8115691479650283
demo_hd01_vd36,TOTAL,8,58,0.8115545987257864
demo_hd01_vd36,TOTAL,8,45,0.8115482458205858
demo_hd01_vd36,LIQUOR LAW VIOLATION,8,15,0.8115386974876839
demo_hd01_vd53,ROBBERY,8,1,0.8115334164841459
demo_hd01_vd39,NARCOTICS,8,46,0.8115262559578537
demo_hd01_vd38,NARCOTICS,8,57,0.8115114792558136
demo_hd01_vd37,OTHER OFFENSE,8,58,0.8114926948377265
demo_hd01_vd48,OTHER NARCOTIC VIOLATION,8,24,0.8114914810110408
demo_hd01_vd59,CRIMINAL DAMAGE,8,55,0.8114910439350046
demo_hd01_vd37,TOTAL,8,49,0.81146171847031
demo_hd01_vd53,BATTERY,8,50,0.8114599923434215
demo_hd01_vd37,CRIMINAL TRESPASS,8,40,0.8114586636400203
demo_hd01_vd08,NARCOTICS,8,40,0.8114579359615383
demo_hd01_vd28,NARCOTICS,8,49,-0.811449687395063
demo_hd01_vd47,TOTAL,8,47,0.8114450435151613
demo_hd01_vd37,BURGLARY,8,45,0.811439829659475
demo_hd01_vd36,BATTERY,8,11,0.811422134844404
demo_hd01_vd51,TOTAL,8,53,0.811413244559055
demo_hd01_vd38,ASSAULT,8,5,0.8114055296958592
demo_hd01_vd08,DECEPTIVE PRACTICE,8,30,-0.8113987983348392
demo_hd01_vd14,NARCOTICS,8,75,-0.8113941984199111
demo_hd01_vd51,CRIMINAL DAMAGE,8,7,0.8113823071782257
demo_hd01_vd39,BATTERY,8,20,0.8113562336488761
demo_hd01_vd37,BATTERY,8,73,0.8112934932466029
demo_hd01_vd37,PROSTITUTION,8,24,0.811259204227654
demo_hd01_vd39,BURGLARY,8,36,0.8112527637546038
traffic_bus,BATTERY,7,42,0.8112452440464395
demo_hd01_vd36,PROSTITUTION,8,43,0.8112284130214216
demo_hd01_vd38,BATTERY,8,5,0.8112181021871037
demo_hd01_vd38,BATTERY,8,64,0.8111963687120514
demo_hd01_vd39,OTHER OFFENSE,8,10,0.8111932480954904
demo_hd01_vd32,CRIMINAL DAMAGE,8,55,0.8111828206438985
demo_hd01_vd39,BURGLARY,8,24,0.8111752780184873
demo_hd01_vd14,CRIMINAL DAMAGE,8,67,-0.8111695204707633
demo_hd01_vd51,BATTERY,8,21,0.8111676926884124
demo_hd01_vd36,CRIMINAL TRESPASS,8,1,0.8111632053830065
demo_hd01_vd35,CRIMINAL DAMAGE,8,14,0.811142192875134
demo_hd01_vd32,ROBBERY,8,42,0.8111331702380976
demo_hd01_vd36,BURGLARY,8,53,0.8111321844925907
demo_hd01_vd39,BURGLARY,8,44,0.8111062380798822
demo_hd01_vd50,CRIMINAL TRESPASS,8,56,0.8110974781643291
demo_hd01_vd31,ROBBERY,8,42,0.8110810895240399
demo_hd01_vd53,NARCOTICS,8,2,0.8110605280921325
demo_hd01_vd48,CRIMINAL DAMAGE,8,18,0.811060481813985
traffic_bus,DECEPTIVE PRACTICE,7,46,0.8110432399475292
demo_hd01_vd49,OTHER OFFENSE,8,40,0.8110367801108757
demo_hd01_vd28,THEFT,8,6,-0.811002970391179
traffic_bus,ROBBERY,7,71,0.8109837953410441
demo_hd01_vd15,ASSAULT,8,76,0.8109554077348654
demo_hd01_vd46,GAMBLING,8,33,0.8109537687070411
demo_hd01_vd10,INTERFERENCE WITH PUBLIC OFFICER,8,23,0.8109395328930908
demo_hd01_vd37,PROSTITUTION,8,38,0.8109292749095821
demo_hd01_vd37,GAMBLING,8,71,0.8109226586382502
demo_hd01_vd38,ASSAULT,8,61,0.8109004322771468
demo_hd01_vd46,ROBBERY,8,42,0.8108903431210758
demo_hd01_vd39,ROBBERY,8,21,0.8108897711619995
demo_hd01_vd52,TOTAL,8,53,0.8108875524770645
demo_hd01_vd16,CRIMINAL DAMAGE,8,55,0.8108750387592609
demo_hd01_vd35,CRIMINAL DAMAGE,8,22,0.8108729622864569
demo_hd01_vd42,DECEPTIVE PRACTICE,8,55,-0.8108713620092773
demo_hd01_vd14,LIQUOR LAW VIOLATION,8,67,-0.810831021584667
demo_hd01_vd14,ROBBERY,8,66,-0.8108210223188683
demo_hd01_vd52,BURGLARY,8,36,0.8108134500458957
demo_hd01_vd08,THEFT,8,75,0.8107775421252028
demo_hd01_vd08,BURGLARY,8,21,0.8107667657105475
demo_hd01_vd56,OTHER OFFENSE,8,7,0.8107481419969582
demo_hd01_vd39,ROBBERY,8,71,0.8107185739168067
demo_hd01_vd40,CRIMINAL TRESPASS,8,33,0.8107113506558111
demo_hd01_vd31,INTIMIDATION,8,76,0.8107097981817237
demo_hd01_vd37,BURGLARY,8,38,0.8107014997748496
demo_hd01_vd17,KIDNAPPING,8,9,0.8106909993030165
demo_hd01_vd33,THEFT,8,17,0.8106833136976727
demo_hd01_vd08,BURGLARY,8,5,0.8106761279564052
demo_hd01_vd46,PROSTITUTION,8,69,0.8106435523279235
demo_hd01_vd37,BATTERY,8,42,0.8106364504800994
demo_hd01_vd55,TOTAL,8,12,0.8106069238403004
demo_hd01_vd49,CRIMINAL TRESPASS,8,75,0.8106024357609432
demo_hd01_vd50,GAMBLING,8,33,0.8106013276142382
demo_hd01_vd01,CRIMINAL DAMAGE,8,64,0.8105889005964168
demo_hd01_vd51,CRIMINAL DAMAGE,8,14,0.8105856008440167
demo_hd01_vd39,CRIMINAL TRESPASS,8,8,0.8105758174245683
demo_hd01_vd32,INTIMIDATION,8,42,0.8105656354380971
demo_hd01_vd53,SEX OFFENSE,8,20,-0.8105624922979083
demo_hd01_vd26,TOTAL,8,41,-0.8105618413839574
demo_hd01_vd26,BURGLARY,8,63,-0.8105433329208483
demo_hd01_vd51,CRIMINAL TRESPASS,8,38,0.8105295036713315
demo_hd01_vd38,NARCOTICS,8,1,0.810519097101774
demo_hd01_vd47,INTIMIDATION,8,42,0.810493798578061
demo_hd01_vd59,CRIMINAL TRESPASS,8,70,0.8104697043128206
demo_hd01_vd55,PROSTITUTION,8,20,0.810466430275719
demo_hd01_vd49,CRIMINAL DAMAGE,8,52,0.8104540681478962
demo_hd01_vd37,ROBBERY,8,15,0.8104508746645662
demo_hd01_vd03,ROBBERY,8,8,-0.810447225835602
demo_hd01_vd31,INTIMIDATION,8,42,0.810421102766841
demo_hd01_vd59,OTHER OFFENSE,8,7,0.810405564647801
traffic_bus,ASSAULT,7,76,0.8103910895676191
demo_hd01_vd07,CRIM SEXUAL ASSAULT,8,7,-0.8103755416978659
demo_hd01_vd52,ASSAULT,8,5,0.8103444090295899
demo_hd01_vd52,BATTERY,8,11,0.8103425152909073
demo_hd01_vd31,PROSTITUTION,8,69,0.810315774414126
demo_hd01_vd35,OTHER OFFENSE,8,49,0.8103051503453843
demo_hd01_vd17,OBSCENITY,8,1,-0.8103002282535784
demo_hd01_vd39,BATTERY,8,45,0.8102522879648474
demo_hd01_vd36,BATTERY,8,19,0.8102501063015024
demo_hd01_vd28,TOTAL,8,3,-0.8102163419946941
demo_hd01_vd38,DECEPTIVE PRACTICE,8,20,-0.8101940731383357
demo_hd01_vd21,THEFT,8,64,0.8101873440811133
demo_hd01_vd08,DECEPTIVE PRACTICE,8,35,-0.8101788509892556
demo_hd01_vd50,DECEPTIVE PRACTICE,8,55,-0.8101746196708103
demo_hd01_vd51,TOTAL,8,12,0.8101623894153476
demo_hd01_vd56,CRIMINAL TRESPASS,8,56,0.8101360491982725
demo_hd01_vd46,INTIMIDATION,8,42,0.8101355155474081
demo_hd01_vd14,TOTAL,8,65,-0.810134845375134
demo_hd01_vd14,BURGLARY,8,57,-0.8101200909804188
demo_hd01_vd08,NARCOTICS,8,63,0.8101144259390645
demo_hd01_vd53,BURGLARY,8,36,0.8101045439703408
demo_hd01_vd32,TOTAL,8,33,0.8100754182870029
demo_hd01_vd32,INTIMIDATION,8,43,0.8100586541974801
demo_hd01_vd26,MOTOR VEHICLE THEFT,8,22,-0.8100218400162834
demo_hd01_vd39,CRIMINAL TRESPASS,8,1,0.8099920690370834
demo_hd01_vd36,TOTAL,8,21,0.8099733937425282
demo_hd01_vd37,ROBBERY,8,3,0.809960654445726
demo_hd01_vd35,OTHER OFFENSE,8,25,0.8099390451252184
demo_hd01_vd36,TOTAL,8,68,0.8099269990131558
demo_hd01_vd28,MOTOR VEHICLE THEFT,8,73,-0.8098970000280995
demo_hd01_vd02,SEX OFFENSE,608,0,0.8098910039122909
demo_hd01_vd53,THEFT,8,12,0.8098856328698104
demo_hd01_vd32,PROSTITUTION,8,69,0.8098631121025712
demo_hd01_vd53,CRIMINAL DAMAGE,8,68,0.8098355709851679
demo_hd01_vd29,GAMBLING,8,5,0.8098242824474894
demo_hd01_vd52,GAMBLING,8,27,0.8097876672079408
demo_hd01_vd31,TOTAL,8,33,0.8097794529631611
demo_hd01_vd39,CRIMINAL DAMAGE,8,7,0.8097611964959487
demo_hd01_vd01,CRIMINAL DAMAGE,8,74,0.8097532225408467
demo_hd01_vd38,CRIMINAL DAMAGE,8,23,0.8097327410333318
demo_hd01_vd39,TOTAL,8,43,0.8097154336468924
demo_hd01_vd36,CRIMINAL DAMAGE,8,77,0.8096976110105176
demo_hd01_vd08,TOTAL,8,3,0.8096791097851078
demo_hd01_vd10,THEFT,8,12,0.8096716836025818
demo_hd01_vd38,CRIMINAL DAMAGE,8,77,0.8096296036483976
demo_hd01_vd53,TOTAL,8,72,0.8096260852902778
demo_hd01_vd20,THEFT,8,18,0.809617807948098
demo_hd01_vd02,OBSCENITY,8,1,-0.8096157272064383
demo_hd01_vd35,CRIMINAL DAMAGE,8,66,0.8095971952123381
demo_hd01_vd39,OTHER OFFENSE,8,14,0.8095736703848995
demo_hd01_vd36,THEFT,8,58,0.8095629267183581
demo_hd01_vd53,ROBBERY,8,71,0.8095386744899845
traffic_bus,OTHER OFFENSE,7,48,0.8094773986552325
demo_hd01_vd08,PUBLIC PEACE VIOLATION,8,70,0.8094750153913628
demo_hd01_vd35,INTIMIDATION,8,42,0.8094653670383687
demo_hd01_vd53,KIDNAPPING,8,9,0.8094546158075098
demo_hd01_vd26,LIQUOR LAW VIOLATION,8,2,-0.8094512220065836
demo_hd01_vd50,OTHER OFFENSE,8,58,0.8094374642812446
demo_hd01_vd52,THEFT,8,2,0.8094285261661431
demo_hd01_vd49,OTHER OFFENSE,8,64,0.8094268517810931
demo_hd01_vd50,BATTERY,8,27,0.8094017520342913
demo_hd01_vd53,BATTERY,8,19,0.8093989283795774
demo_hd01_vd36,NARCOTICS,8,8,0.8093636823820207
demo_hd01_vd36,CRIMINAL DAMAGE,8,60,0.8093633214664582
demo_hd01_vd35,TOTAL,8,12,0.8093622496476375
demo_hd01_vd46,TOTAL,8,33,0.8093430364034468
demo_hd01_vd03,THEFT,8,12,0.8093406732472722
demo_hd01_vd37,CRIMINAL DAMAGE,8,3,0.8093270801658091
demo_hd01_vd41,CRIMINAL DAMAGE,8,64,0.8093189452005711
demo_hd01_vd13,CRIMINAL TRESPASS,8,11,0.8092982458535459
demo_hd01_vd55,PROSTITUTION,8,3,0.8092807241362346
demo_hd01_vd47,INTIMIDATION,8,76,0.809275897398636
demo_hd01_vd42,THEFT,8,17,0.80927124735213
demo_hd01_vd39,TOTAL,8,27,0.8092615410483464
demo_hd01_vd41,TOTAL,8,12,0.8092508265376309
demo_hd01_vd59,OTHER OFFENSE,8,30,0.8092466324234981
demo_hd01_vd06,TOTAL,8,12,0.8092251124302092
demo_hd01_vd49,CRIMINAL DAMAGE,8,72,0.8092164036881376
demo_hd01_vd49,OTHER OFFENSE,8,38,0.8092162571666144
demo_hd01_vd49,PROSTITUTION,8,77,0.809193183113399
demo_hd01_vd51,NARCOTICS,8,55,0.809188464085505
demo_hd01_vd26,NARCOTICS,8,77,-0.809187483352684
demo_hd01_vd53,TOTAL,8,62,0.8091745160890119
demo_hd01_vd52,BURGLARY,8,75,0.8091702064906643
demo_hd01_vd20,NARCOTICS,8,46,0.8091667702400981
demo_hd01_vd07,DECEPTIVE PRACTICE,8,56,-0.8091618732769223
traffic_bus,THEFT,7,1,0.8091417339266541
demo_hd01_vd37,TOTAL,8,21,0.8091222918780446
demo_hd01_vd42,BURGLARY,8,42,0.8091155928710128
demo_hd01_vd14,CRIMINAL DAMAGE,8,39,-0.8090941407343444
demo_hd01_vd46,CRIMINAL DAMAGE,8,74,0.8090734456511802
demo_hd01_vd36,LIQUOR LAW VIOLATION,8,77,0.8090596646564074
demo_hd01_vd08,TOTAL,8,51,0.8090402508687468
demo_hd01_vd42,TOTAL,8,64,0.8090196060626419
demo_hd01_vd51,TOTAL,8,27,0.809019515117365
demo_hd01_vd29,TOTAL,8,33,0.8090091430289893
demo_hd01_vd33,OTHER OFFENSE,8,7,0.8089775702074505
demo_hd01_vd51,CRIMINAL DAMAGE,8,55,0.8089733581303581
demo_hd01_vd28,BURGLARY,8,52,-0.808973055509217
demo_hd01_vd59,OTHER OFFENSE,8,5,0.8089591855678316
demo_hd01_vd38,OTHER OFFENSE,8,4,0.8089390973377438
demo_hd01_vd37,BATTERY,8,70,0.8089238368137014
demo_hd01_vd28,BATTERY,8,39,-0.8088961804319357
demo_hd01_vd38,BURGLARY,8,36,0.808875852099047
demo_hd01_vd46,INTIMIDATION,8,76,0.808874087833083
demo_hd01_vd36,BATTERY,8,8,0.8088545949297358
demo_hd01_vd20,CRIMINAL DAMAGE,8,62,0.8088526733844736
demo_hd01_vd56,THEFT,8,14,0.8088468172468471
demo_hd01_vd09,SEX OFFENSE,8,46,0.8088343523451952
demo_hd01_vd35,CRIMINAL DAMAGE,8,70,0.8088269563288086
demo_hd01_vd36,THEFT,8,59,0.808791354542031
demo_hd01_vd16,PROSTITUTION,8,21,0.8087849345715058
demo_hd01_vd58,KIDNAPPING,8,9,0.8087432246546571
demo_hd01_vd38,BURGLARY,8,63,0.8087114411299927
demo_hd01_vd54,OTHER NARCOTIC VIOLATION,8,17,0.8087109828042157
demo_hd01_vd55,OTHER OFFENSE,8,19,0.8087091216893504
demo_hd01_vd53,PROSTITUTION,8,75,0.8086862214727566
demo_hd01_vd52,ASSAULT,8,61,0.8086510698978122
demo_hd01_vd14,NARCOTICS,8,4,-0.8086408331135724
demo_hd01_vd39,THEFT,8,58,0.8086319140546063
demo_hd01_vd55,LIQUOR LAW VIOLATION,8,73,0.8086150331168414
demo_hd01_vd36,BATTERY,8,45,0.8086006639987513
demo_hd01_vd56,NARCOTICS,8,59,0.8085941125914895
demo_hd01_vd37,BATTERY,8,41,0.8085905368090363
demo_hd01_vd37,OTHER OFFENSE,8,74,0.8085801215267233
traffic_bus,DECEPTIVE PRACTICE,7,43,0.8085660589593903
demo_hd01_vd50,BATTERY,8,53,0.8085649437662379
demo_hd01_vd37,ROBBERY,8,42,0.808562134670687
demo_hd01_vd55,CRIMINAL DAMAGE,8,74,0.8085459135635172
demo_hd01_vd39,LIQUOR LAW VIOLATION,8,15,0.808531906477825
demo_hd01_vd28,CRIMINAL DAMAGE,8,60,-0.8084930216850167
demo_hd01_vd37,SEX OFFENSE,8,66,0.8084862364372745
demo_hd01_vd31,CRIMINAL DAMAGE,8,74,0.808474182495965
demo_hd01_vd50,BATTERY,8,8,0.808468175516534
demo_hd01_vd37,BATTERY,8,16,0.8084600598428
demo_hd01_vd39,CRIMINAL DAMAGE,8,3,0.8084397550569702
traffic_bus,TOTAL,7,57,0.8084329601653933
demo_hd01_vd47,GAMBLING,8,33,0.8084242346107318
demo_hd01_vd03,TOTAL,608,0,0.8084046534405979
traffic_bus,BATTERY,7,3,0.8083740326599695
demo_hd01_vd38,CRIMINAL DAMAGE,8,70,0.8083628331973285
traffic_bus,BATTERY,7,61,0.8083352252737696
demo_hd01_vd35,ASSAULT,8,19,0.8083311599850449
demo_hd01_vd39,CRIMINAL DAMAGE,8,1,0.80831157313378
demo_hd01_vd37,OTHER OFFENSE,8,31,0.8083090803670108
demo_hd01_vd32,PROSTITUTION,8,40,0.80830823651
traffic_bus,CRIMINAL DAMAGE,7,53,0.8082836983946564
demo_hd01_vd28,MOTOR VEHICLE THEFT,8,21,-0.8082371761278356
demo_hd01_vd26,PROSTITUTION,8,6,-0.8082012115412446
demo_hd01_vd49,CRIMINAL DAMAGE,8,14,0.8081956095269925
demo_hd01_vd39,OTHER OFFENSE,8,15,0.8081734656890736
demo_hd01_vd39,BATTERY,8,8,0.8081656307442637
demo_hd01_vd21,BURGLARY,8,38,0.8081562042439772
demo_hd01_vd36,TOTAL,8,70,0.808154925353361
demo_hd01_vd37,CRIMINAL TRESPASS,8,71,0.8081314430236859
demo_hd01_vd51,TOTAL,8,70,0.8081166378139888
demo_hd01_vd37,SEX OFFENSE,8,45,0.8080908933202926
demo_hd01_vd51,NARCOTICS,8,8,0.8080872025888873
demo_hd01_vd03,SEX OFFENSE,608,0,0.8080307170025001
demo_hd01_vd18,NARCOTICS,8,57,0.8080212886769764
demo_hd01_vd55,INTIMIDATION,8,43,0.8080170695122433
demo_hd01_vd17,OFFENSE INVOLVING CHILDREN,8,63,-0.8079967935296941
demo_hd01_vd38,BATTERY,8,40,0.807982321406638
demo_hd01_vd21,WEAPONS VIOLATION,608,0,0.8079802745920296
demo_hd01_vd39,CRIMINAL TRESPASS,8,71,0.8079720912114547
demo_hd01_vd40,OTHER OFFENSE,8,74,0.8079593286587063
demo_hd01_vd37,OTHER OFFENSE,8,28,0.8079525524979262
demo_hd01_vd16,INTIMIDATION,8,76,0.8079350435206043
demo_hd01_vd53,WEAPONS VIOLATION,8,22,0.8079294116881065
demo_hd01_vd56,NARCOTICS,8,2,0.8079212651079608
demo_hd01_vd39,BURGLARY,8,59,0.8079133822538895
demo_hd01_vd03,LIQUOR LAW VIOLATION,8,70,-0.8078881834544509
demo_hd01_vd37,TOTAL,8,75,0.8078802790351052
demo_hd01_vd51,CRIMINAL DAMAGE,8,3,0.807869783845269
demo_hd01_vd13,BATTERY,608,0,0.8078543473887206
demo_hd01_vd32,PROSTITUTION,8,20,0.8078256533594064
demo_hd01_vd53,CRIMINAL DAMAGE,8,23,0.8078107894247003
demo_hd01_vd32,CRIMINAL DAMAGE,8,74,0.8078046526266061
demo_hd01_vd21,NARCOTICS,8,36,0.8078034702120009
demo_hd01_vd08,WEAPONS VIOLATION,8,66,0.8078030521255071
demo_hd01_vd39,CRIMINAL TRESPASS,8,23,0.8078019636104031
demo_hd01_vd51,GAMBLING,8,23,0.8077672351272053
demo_hd01_vd39,TOTAL,8,31,0.8077556635099321
demo_hd01_vd38,TOTAL,8,30,0.8077409313082657
demo_hd01_vd10,ASSAULT,8,27,-0.8077370567493607
demo_hd01_vd26,MOTOR VEHICLE THEFT,8,23,-0.8077355167905722
demo_hd01_vd21,CRIMINAL DAMAGE,8,64,0.8077256424050782
demo_hd01_vd26,OFFENSE INVOLVING CHILDREN,8,59,-0.8077188672159491
demo_hd01_vd52,PROSTITUTION,8,23,0.8077110770329816
demo_hd01_vd53,CRIMINAL TRESPASS,8,56,0.8076939633394784
demo_hd01_vd35,GAMBLING,8,5,0.8076865530865571
demo_hd01_vd19,HOMICIDE,8,37,-0.8076827699894253
demo_hd01_vd38,CRIMINAL DAMAGE,8,3,0.8076585103225358
demo_hd01_vd52,TOTAL,8,60,0.8076455873729576
demo_hd01_vd59,THEFT,8,59,0.8076092519236934
demo_hd01_vd52,OTHER OFFENSE,8,21,0.8075862430250996
demo_hd01_vd36,CRIMINAL DAMAGE,8,1,0.8075474232992871
demo_hd01_vd28,BURGLARY,8,3,-0.8075444956156966
demo_hd01_vd21,TOTAL,8,5,0.8075273771956417
demo_hd01_vd49,TOTAL,8,10,0.807521814357363
demo_hd01_vd55,CRIMINAL TRESPASS,8,56,0.8075118447055577
demo_hd01_vd39,ASSAULT,8,61,0.8075101016495129
demo_hd01_vd39,TOTAL,8,72,0.8074701220192431
demo_hd01_vd38,CRIMINAL DAMAGE,8,42,0.8074439030670437
demo_hd01_vd52,BATTERY,8,8,0.8074431363302218
demo_hd01_vd50,CRIMINAL DAMAGE,8,12,0.8074202371078881
demo_hd01_vd08,THEFT,8,77,0.8074183791076549
demo_hd01_vd28,ROBBERY,8,68,-0.8073984090062154
demo_hd01_vd10,CRIMINAL TRESPASS,8,51,0.8073945388016229
demo_hd01_vd52,ROBBERY,8,71,0.8073621770447978
demo_hd01_vd31,PROSTITUTION,8,40,0.8073604777723677
demo_hd01_vd28,CRIMINAL DAMAGE,8,45,-0.8073452553757826
demo_hd01_vd55,PROSTITUTION,8,56,0.8073304331523217
demo_hd01_vd46,OTHER OFFENSE,8,18,0.807282010280904
demo_hd01_vd21,LIQUOR LAW VIOLATION,8,72,0.8072619035683434
demo_hd01_vd37,CRIMINAL DAMAGE,8,31,0.8072064656613619
demo_hd01_vd52,BURGLARY,8,70,0.8071958947820574
demo_hd01_vd53,THEFT,8,59,0.807157189313976
demo_hd01_vd41,CRIMINAL DAMAGE,8,55,0.8071437900274981
demo_hd01_vd20,CRIM SEXUAL ASSAULT,8,39,-0.8071187388015559
demo_hd01_vd39,NARCOTICS,8,1,0.8070972544506874
demo_hd01_vd51,CRIMINAL DAMAGE,8,75,0.807077386009992
demo_hd01_vd31,PROSTITUTION,8,20,0.8070761331610631
traffic_bus,ASSAULT,7,31,0.8070675005695968
demo_hd01_vd35,CRIMINAL DAMAGE,8,17,0.8070596325115147
demo_hd01_vd59,ASSAULT,8,19,0.8070506948618483
demo_hd01_vd59,INTERFERENCE WITH PUBLIC OFFICER,8,69,-0.8070349641451162
demo_hd01_vd53,OTHER OFFENSE,8,7,0.8070307974436189
traffic_bus,OTHER OFFENSE,7,42,0.8070100973876013
demo_hd01_vd37,ASSAULT,8,22,0.8070045187184497
demo_hd01_vd55,CRIMINAL DAMAGE,8,55,0.8069900650440275
demo_hd01_vd03,OFFENSE INVOLVING CHILDREN,608,0,0.8069881793145574
demo_hd01_vd36,OTHER OFFENSE,8,10,0.8069870981208681
demo_hd01_vd51,PROSTITUTION,8,24,0.8069819773802546
demo_hd01_vd38,THEFT,8,66,0.8069818319612019
demo_hd01_vd39,CRIMINAL TRESPASS,8,53,0.806980541219207
demo_hd01_vd24,WEAPONS VIOLATION,8,19,-0.8069710069782261
demo_hd01_vd14,BURGLARY,8,71,-0.8069632419594398
demo_hd01_vd52,OTHER OFFENSE,8,39,0.8069477580538549
demo_hd01_vd28,NARCOTICS,8,1,-0.8069289555466951
demo_hd01_vd28,CRIMINAL TRESPASS,8,71,-0.8069086374452622
demo_hd01_vd14,BURGLARY,8,1,-0.8068861545195015
demo_hd01_vd48,OTHER NARCOTIC VIOLATION,8,2,0.8068779899962348
demo_hd01_vd38,OTHER OFFENSE,8,13,0.8068721774465014
demo_hd01_vd38,OTHER OFFENSE,8,39,0.8068711293753309
demo_hd01_vd37,NARCOTICS,8,8,0.8068636591654511
demo_hd01_vd45,OTHER OFFENSE,8,46,0.8068607231674213
demo_hd01_vd56,INTIMIDATION,8,42,0.8068604172330378
demo_hd01_vd21,THEFT,8,18,0.8068128856425828
demo_hd01_vd45,TOTAL,8,33,0.8068113768378651
demo_hd01_vd01,INTIMIDATION,8,42,0.8068008342180447
demo_hd01_vd08,NARCOTICS,8,44,0.8067793371130557
demo_hd01_vd16,GAMBLING,8,5,0.8067741814620968
demo_hd01_vd31,OTHER OFFENSE,8,18,0.8067521570777397
demo_hd01_vd36,THEFT,8,64,0.8067364004275626
demo_hd01_vd51,BATTERY,8,20,0.8067320584446052
demo_hd01_vd39,BATTERY,8,50,0.8067100554209727
demo_hd01_vd08,PROSTITUTION,8,19,0.806705724287829
demo_hd01_vd42,TOTAL,8,33,0.8066882159223281
demo_hd01_vd51,OTHER OFFENSE,8,5,0.8066727494170818
demo_hd01_vd28,BURGLARY,8,61,-0.806657397589274
demo_hd01_vd49,OTHER OFFENSE,8,53,0.8066535430783303
demo_hd01_vd39,PUBLIC PEACE VIOLATION,8,58,0.8066449741926828
demo_hd01_vd38,BATTERY,8,16,0.8066399002034003
demo_hd01_vd07,OFFENSE INVOLVING CHILDREN,608,0,0.8066200637862762
demo_hd01_vd36,BURGLARY,8,24,0.8066174341017597
demo_hd01_vd14,GAMBLING,8,35,-0.8065898554494876
demo_hd01_vd28,MOTOR VEHICLE THEFT,8,22,-0.8065575836668853
demo_hd01_vd56,WEAPONS VIOLATION,8,35,-0.8065491747922167
demo_hd01_vd36,NARCOTICS,8,60,0.8065360202083005
demo_hd01_vd17,OTHER OFFENSE,608,0,0.8065299843015507
demo_hd01_vd38,WEAPONS VIOLATION,8,24,0.8064965463684124
